Title,Artist,Year,Genre,path,language,rhythmic_density,num_notes,total_duration,avg_ioi,stdev_ioi,nPVI,periodicity,lz_complexity,norm_lz_complexity,,,,
Song For The Mira,Alistair MacGillivray,2007,country,Wikifonia/Alistair MacGillivray - Song For The Mira.mxl,English,0.847222222222222,122,144,0.915584415584416,0.831219560140233,35.0964187327823,2.66883116883117,55,0.450819672131148,,,,
C-H-R-I-S-T-M-A-S,Eddy Arnold,1953,"christmas music, holiday, christmas, christmas/holiday","Wikifonia/Eddy Arnold, Jenny Lou Carson - C-H-R-I-S-T-M-A-S.mxl",English,0.658163265306122,129,196,1.03846153846154,1.06577828248741,32.9761904761905,2.03296703296703,42,0.325581395348837,,,,
Please go away,Les Kettley,2019,"r&b, soul",Wikifonia/Les Kettley - Please go away.mxl,English,366/565,122,565/3,1.15208333333333,1.00288429528148,29.1671964399237,4.425,47,0.385245901639344,,,,
Have Yourself A Merry Little Christmas (Jazz),Hugh Martin and Ralph Blane,2016,Desconocido,Wikifonia/Hugh Martin and Ralph Blane - Have Yourself A Merry Little Christmas (Jazz).mxl,No Lyrics,1.73310810810811,513,296,0.462025316455696,0.588519000848705,52.8883561921186,0.867879746835444,231,0.450292397660819,,,,
Near You,Francis Craig,2010,"rock, soundtrack, jazz, classical, pop, free jazz, modern classical, contemporary jazz, electronic, score","Wikifonia/Francis Craig, Kermit Goell - Near You.mxl",English,0.598484848484848,79,132,1.34042553191489,1.1696807301191,39.4017094017094,3.82978723404255,36,0.455696202531646,,,,
Song And Dance Man,Dave Mann & Bob Hilliard,1974,country rock,Wikifonia/Dave Mann & Bob Hilliard - Song And Dance Man.mxl,English,1.125,189,168,0.631889763779528,0.647522107913255,26.9189842281206,1.16535433070866,69,0.365079365079365,,,,
Angry,Henry Brunies,2023,"alternative rock, pop rock, rock, album rock, classic rock, pop, pop-metal, pop/rock, contemporary pop/rock, hard rock, acoustic rock, new wave, heavy metal","Wikifonia/Henry Brunies, Jules Cassard, Merritt Brunies, Dudley Mecum - Angry.mxl",English,0.595588235294118,81,136,1.12820512820513,1.02979926297555,36.6904761904762,2.18803418803419,36,0.444444444444444,,,,
Trees,Oscar Rasbach,2015,"alternative rock, pop, rock","Wikifonia/Oscar Rasbach, Joyce Kilmer - Trees.mxl",English,1.3,156,120,0.574257425742574,0.501907937072472,25.4377880184332,1.07920792079208,51,0.326923076923077,,,,
Emily,Johnny Mandel,2008,"pop rock, pop, rock, chanson française","Wikifonia/Johnny Mandel, Johnny Mercer - Emily.mxl",No Lyrics,0.841666666666667,101,120,0.835714285714286,0.789309954378907,30.8380952380952,1.67142857142857,44,0.435643564356436,,,,
April In Paris,Vernon Duke,1968,jazz,"Wikifonia/Vernon Duke, E. Y. Harburg - April In Paris.mxl",English,0.713235294117647,97,136,0.897959183673469,1.14127684716349,51.6534391534391,2.53061224489796,44,0.45360824742268,,,,
Mueva Los Huesos,Gordon Goodwin,2001,"jazz, big band, swing",Wikifonia/Gordon Goodwin - Mueva Los Huesos.mxl,No Lyrics,1.35294117647059,92,68,0.725274725274725,0.392328469299293,13.1135531135531,1.6978021978022,27,0.293478260869565,,,,
Daisy A Day,Jud Strunk,1990,"country, pop",Wikifonia/Jud Strunk - Daisy A Day.mxl,English,1.01785714285714,114,112,0.751724137931034,0.466550577259848,26.9026548672567,3.00689655172414,36,0.31578947368421,,,,
"Come, Holy Ghost",Louis Lambillotte,2001,Desconocido,"Wikifonia/Louis Lambillotte, Rabanus Maurus, 776-856 - Come, Holy Ghost.mxl",English,0.733333333333333,44,60,0.814285714285714,0.874934399873289,40.6201550387597,1.62857142857143,22,0.5,,,,
Wild Mountain Thyme,Jimmy McPeake,2005,"medieval, instrumental, celtic, folk",Wikifonia/Jimmy McPeake - Wild Mountain Thyme.mxl,English,0.916666666666667,66,72,0.693069306930693,0.609212675759016,27.7509157509157,2.77227722772277,30,0.454545454545455,,,,
For All We Know,Fred Karlin,1991,"jazz, score, soundtrack","Wikifonia/Fred Karlin, Robb Wilson & Arthur James - For All We Know.mxl",No Lyrics,0.505102040816326,99,196,1.21412803532009,1.33297145798998,44.937647386627,2.15011037527594,58,0.585858585858586,,,,
What A Little Moonlight Can Do,Harry Woods,2003,"r&b, jazz rock, soul, cool jazz, jazz, pop, blue-eyed soul, american popular song, standards, easy listening, pop/rock, vocal, adult contemporary",Wikifonia/Harry Woods - What A Little Moonlight Can Do.mxl,English,0.540322580645161,134,248,1.31891891891892,1.28227792194264,44.9003461033536,2.48648648648649,59,0.440298507462687,,,,
Shiny Stockings,Frank Foster,2007,"jazz, post-bop, score","Wikifonia/Frank Foster, Ella Fitzgerald - Shiny Stockings.mxl",English,0.833976833976834,108,129.5,0.852112676056338,0.750090915603104,32.7725856697819,1.33802816901408,44,0.407407407407407,,,,
Silent Night,Franz Gruber,1999,"holiday, classical, christmas/holiday, vocal music, crossover, christmas, classical crossover, opera","Wikifonia/Franz Gruber, Josef Franz Mohr - Silent Night.mxl",English,0.652777777777778,47,72,1.18965517241379,0.973031107553274,26.2111801242236,2.37931034482759,22,0.468085106382979,,,,
American Honey,Cary Barlowe,2010,"modern country, country-pop, pop rock, rock, contemporary country, pop, pop/rock, country, country pop, country rock","Wikifonia/Cary Barlowe, Hillary Lindsey, Shane Stevens - American Honey.mxl",English,1.57575757575758,416,264,0.515873015873016,0.608305635170179,38.3597474884729,1.26190476190476,145,0.348557692307692,,,,
One Summer Night,Danny Webb,2010,Desconocido,Wikifonia/Danny Webb - One Summer Night.mxl,English,1.56060606060606,206,132,0.511999999999999,0.456825276591974,28.5003126954346,0.923999999999999,76,0.368932038834951,,,,
Skid Row (Downtown),Alan Menken,Desconocido,"honky tonk, musical, broadway, soundtrack","Wikifonia/Alan Menken, Howard Ashman - Skid Row (Downtown).mxl",English,1.21394230769231,505,416,0.659935379644588,0.547588584734876,26.1951144094002,1.73505654281099,128,0.253465346534653,,,,
The Old Rugged Cross Made the Difference,William J. & Gloria Gaither 1970,2014,Desconocido,Wikifonia/William J. & Gloria Gaither 1970 - The Old Rugged Cross Made the Difference.mxl,English,0.886792452830189,282,318,0.803370786516854,0.790766508841973,31.9979664463651,2.95505617977528,96,0.340425531914894,,,,
"My son, my son",Eddie Calvert,Desconocido,"ballad, pop, easy listening, rhyming slang, oldies","Wikifonia/Eddie Calvert, Melville Farley, Bob Howard - My son, my son.mxl",English,0.665254237288136,157,236,1.13930348258706,1.01260587552221,27.3321123321123,3.41791044776119,48,0.305732484076433,,,,
"Quando, Quando, Quando (Tell Me When)",Tony Renis 1962,1964,Desconocido,"Wikifonia/Tony Renis 1962, Italian: Alberto Testa;  English:  Ervin Drake 1962 - Quando, Quando, Quando (Tell Me When).mxl",English,0.543165467625899,151,278,1.37,1.330638944267,32.1587301587301,2.57,49,0.324503311258278,,,,
Hasta Manana,Benny Anderson,1967,Desconocido,"Wikifonia/Benny Anderson, Stig Anderson, Bjorn Ulvaeus - Hasta Manana.mxl",English,0.779411764705882,106,136,1.06451612903226,1.13763999836015,32.5744520030234,1.88709677419355,45,0.424528301886793,,,,
Ain't She Sweet,Milton Ager,2000,Desconocido,"Wikifonia/Milton Ager, Jack Yellen - Ain't She Sweet.mxl",English,0.7265625,93,128,0.946564885496183,0.96553570226831,40.4347826086956,1.77099236641221,39,0.419354838709677,,,,
I'm Forever Blowing Bubbles,John William Kellette,1999,instrumental,"Wikifonia/John William Kellette, Jaan Kenbrovin - I'm Forever Blowing Bubbles.mxl",English,0.666666666666667,116,174,1.09615384615385,0.998581340843138,45.6977225672878,3.26923076923077,50,0.431034482758621,,,,
D?lib?bos Hortob?gyon,Hungarian song,2022,Desconocido,Wikifonia/Hungarian song - D?lib?bos Hortob?gyon.mxl,Hungarian,1.015625,65,64,0.769230769230769,0.547092007521843,25.4761904761905,1.47435897435897,29,0.446153846153846,,,,
Recado Bossa,Djalma Ferreira,2015,Desconocido,Wikifonia/Djalma Ferreira - Recado Bossa.mxl,No Lyrics,0.857142857142857,168,196,0.953658536585366,0.918136384197959,19.0248075278015,1.81463414634146,65,0.386904761904762,,,,
Sz?zat,Egressy B?ni,2004,hip hop,"Wikifonia/Egressy B?ni, V?r?smarty Mih?ly - Sz?zat.mxl",Hungarian,2.07894736842105,79,38,0.461538461538462,0.359903216773325,42.2067406277932,0.916666666666667,42,0.531645569620253,,,,
FLOWER DUET from LAKME,Leo Delibes,Desconocido,soundtrack,Wikifonia/Leo Delibes - FLOWER DUET from LAKME.mxl,French,1.8974358974359,148,78,0.407608695652174,0.377198971727405,33.1110612743266,0.728260869565217,51,0.344594594594595,,,,
It's Only A Paper Moon,Harold Arlen,2002,vocal,"Wikifonia/Harold Arlen, Billy Rose and E.Y. Harburg - It's Only A Paper Moon.mxl",English,1.0546875,135,128,0.666666666666667,0.612738140377955,24.8329779673063,1.22043010752688,49,0.362962962962963,,,,
Wives And Lovers,Burt Bacharach,1971,"pop rock, rock, rock and roll, brill building, ballad, pop, easy listening, psychedelic rock, adult contemporary","Wikifonia/Burt Bacharach, Hal David - Wives And Lovers.mxl",English,0.805031446540881,128,159,0.891428571428571,0.883781300863003,21.0873640794901,1.48,60,0.46875,,,,
Moonraker,John Barry,2022,Desconocido,"Wikifonia/John Barry, Hal David - Moonraker.mxl",English,0.588709677419355,73,124,1.17525773195876,1.17031122783658,28.9966514966515,3.39175257731959,41,0.561643835616438,,,,
At The Balalaika,George Posford(adapted by Herbert Stothart,2006,Desconocido,"Wikifonia/George Posford(adapted by Herbert Stothart, Bob Wright & Chet Forrest - At The Balalaika.mxl",English,1.1436170212766,215,188,0.657142857142857,0.60084973842323,29.1886825531685,1.28571428571429,74,0.344186046511628,,,,
Could This Be Magic,Richard Blandon,1989,"r&b, soul, contemporary r&b, pop, hip hop",Wikifonia/Richard Blandon - Could This Be Magic.mxl,English,0.912162162162162,135,148,0.804469273743016,0.819591661220121,43.7502961383558,1.44134078212291,63,0.466666666666667,,,,
Sonnet 20,Rufus Wainwright,2010,"alternative rock, pop rock, rock, pop, singer-songwriter, vocal, indie pop, musical",Wikifonia/Rufus Wainwright - Sonnet 20.mxl,,,,,,,,,,,,,,
A Man Without Love,Cyril Ornadel,Desconocido,Desconocido,"Wikifonia/Cyril Ornadel, Peter Callander - A Man Without Love.mxl",English,0.979381443298969,380,388,0.824034334763948,0.942699952044188,35.1692313919783,1.55579399141631,128,0.336842105263158,,,,
Round And Round,Joe Shapiro,2011,"progressive rock, alternative rock, rock, alternative","Wikifonia/Joe Shapiro, Lou Stallman - Round And Round.mxl",English,0.619402985074627,166,268,1.32323232323232,0.956934107146284,31.4862914862915,3.87878787878788,59,0.355421686746988,,,,
Leaving on a jet plane,John Denver,1969,"psychedelic, folk-rock, rock, soft rock, folk rock, singer/songwriter, pop, classic country, am pop, singer-songwriter, pop/rock, country, folk pop, folk, country pop, male vocal, country rock",Wikifonia/John Denver - Leaving on a jet plane.mxl,English,0.848484848484848,112,132,0.895104895104895,0.786363558629006,33.1531531531531,1.6013986013986,39,0.348214285714286,,,,
I Double Dare You,Terry Shand,1938,"jazz, classic jazz, early jazz, jazz vocals, swing, jazz: jazz vocals","Wikifonia/Terry Shand, Jimmy Eaton - I Double Dare You.mxl",No Lyrics,0.715277777777778,103,144,1.12,0.832826512546281,45.1758481170246,2.096,47,0.45631067961165,,,,
C- JAM BLUES,DUKE ELLINGTON,Desconocido,Desconocido,Wikifonia/DUKE ELLINGTON - C- JAM BLUES.mxl,No Lyrics,0.5,24,48,1.35294117647059,1.45283400414453,26.0869565217391,3.08823529411765,10,0.416666666666667,,,,
The Best Thing For You,Irving Berlin,1950,"musical, soundtrack",Wikifonia/Irving Berlin - The Best Thing For You.mxl,English,0.621621621621622,92,148,1.01408450704225,1.00808409944012,21.1721611721612,1.88732394366197,40,0.434782608695652,,,,
Zachtjes gaan de paardenvoetjes,Traditional,2010,Folk,Wikifonia/Traditional - Zachtjes gaan de paardenvoetjes.mxl,Dutch,1.25,60,48,0.582278481012658,0.54209147102187,30.5084745762712,1.16455696202532,25,0.416666666666667,,,,
We Have Come Into His House,Bruce Ballinger 1976,Desconocido,Desconocido,Wikifonia/Bruce Ballinger 1976 - We Have Come Into His House.mxl,English,0.814655172413793,189,232,0.722433460076046,0.780556598195728,25.2938196555218,1.36121673003802,62,0.328042328042328,,,,
One Tin Soldier,Brian Potter,1997,"rock, punk-pop, pop/rock, indie rock, punk revival, alternative/indie rock, punk, alternative pop/rock","Wikifonia/Brian Potter, Dennis Lambert - One Tin Soldier.mxl",English,1.65979381443299,161,97,0.455882352941176,0.653433395110354,40.9230736154111,2.43382352941176,66,0.409937888198758,,,,
Nuages,Django Reinhardt,2000,Desconocido,"Wikifonia/Django Reinhardt, Stephane Grappelli - Nuages.mxl",No Lyrics,0.893939393939394,118,132,0.82,1.12637076982276,23.1810165143498,2.14,55,0.466101694915254,,,,
You're Laughing At Me,Irving Berlin,1996,"smooth jazz, vocal jazz, jazz, jazz vocals, jazz: jazz vocals",Wikifonia/Irving Berlin - You're Laughing At Me.mxl,English,0.800995024875622,161,201,0.84549356223176,0.91585408493612,45.9641053391054,1.57796852646638,70,0.434782608695652,,,,
My Dianne,Erno Rapee and Lew Pollack,1982,"mainstream rock, pop rock, rock",Wikifonia/Erno Rapee and Lew Pollack - My Dianne.mxl,English,0.727272727272727,72,99,1.03260869565217,0.877881429011143,39.2488262910798,3.09782608695652,26,0.361111111111111,,,,
It's My Life,Bon Jovi,2000,"pop rock, hard rock, pop, rock",Wikifonia/Bon Jovi - It's My Life.mxl,English,0.809278350515464,314,388,1.14285714285714,2.20859316357733,37.0941731325119,2.31521739130435,98,0.312101910828025,,,,
Brahms' Lullaby,Johannes Brahms,2011,Classic,Wikifonia/Johannes Brahms - Brahms' Lullaby.mxl,German,1.10204081632653,54,49,0.696969696969697,0.587402181060004,38.8009474801928,1.3030303030303,29,0.537037037037037,,,,
Written on the Wind (Transcribed),Victor Young,2012,"new age, pop rock, rock, soft rock, contemporary instrumental, easy listening, psychedelic rock, modern classical, electronic","Wikifonia/Victor Young, Sammy Cahn - Written on the Wind (Transcribed).mxl",English,0.881818181818182,194,220,0.864,0.909672468529196,43.4451098699804,2.568,71,0.365979381443299,,,,
Parade of the Wooden Soldiers,Leon Jessel,Desconocido,Desconocido,"Wikifonia/Leon Jessel, Ballard Macdonald - Parade of the Wooden Soldiers.mxl",English,1.02840909090909,181,176,0.804761904761905,0.581440076326252,21.973544973545,2.31428571428571,61,0.337016574585635,,,,
They Called It Dixieland,Richard A Whiting,2012,"pop rock, movie soundtrack, rock, soundtrack, pop, power pop, indie rock, modern classical, electronic, new wave, score","Wikifonia/Richard A Whiting, Raymond Egan - They Called It Dixieland.mxl",English,1.18367346938776,232,196,0.648829431438127,0.507887915573865,27.402035194243,1.92140468227425,82,0.353448275862069,,,,
The Air That I Breathe,Albert Hammond,1972,"pop rock, soft rock, rock, pop, pop/rock, singer-songwriter","Wikifonia/Albert Hammond, Mike Hazelwood - The Air That I Breathe.mxl",English,0.844827586206896,98,116,0.982758620689655,1.09189352524487,30.6758304696449,1.48275862068966,43,0.438775510204082,,,,
Funky Bag,Sean Barrett Jr,2021,"jazz, vocal jazz, swing revival",Wikifonia/Sean Barrett Jr - Funky Bag.mxl,No Lyrics,1.02083333333333,49,48,0.916666666666667,0.839042940233428,27.3148148148148,1.72916666666667,22,0.448979591836735,,,,
O kom er eens kijken,Traditional,2008,Folk,Wikifonia/Traditional - O kom er eens kijken.mxl,Dutch,1.23611111111111,89,72,0.530769230769231,0.499052356409496,29.5021645021645,1.06153846153846,35,0.393258426966292,,,,
The Stars Will Remember,Don Pelosi,2013,Desconocido,"Wikifonia/Don Pelosi, Leo Towers - The Stars Will Remember.mxl",English,0.7265625,93,128,0.952755905511811,0.838148199893556,27.7018633540373,2.85826771653543,37,0.397849462365591,,,,
Sevemedim Kara Gozlum,Orhan Gencebay,1995,"usul: aksak, form: şarkı, makam: rast",Wikifonia/Orhan Gencebay - Sevemedim Kara Gozlum.mxl,No Lyrics,2.30851063829787,434,188,0.429561200923788,0.292720048604309,29.1301000769824,1.58429561200924,104,0.23963133640553,,,,
Raindrops,Dee Clark,1996,"r&b, doo-wop",Wikifonia/Dee Clark - Raindrops.mxl,English,0.846153846153846,132,156,0.821621621621622,0.90826092665261,44.7821728737759,1.60540540540541,61,0.462121212121212,,,,
Where Are You?,Jimmy McHugh,2023,"soundtrack, classical, mainstream rock, modern classical, score, orchestral","Wikifonia/Jimmy McHugh, Harold Adamson - Where Are You?.mxl",English,0.628787878787879,83,132,0.901408450704225,0.88261662162779,34.386507801142,1.73239436619718,39,0.469879518072289,,,,
So Small,Carrie Underwood,Desconocido,"modern country, pop rock, rock, contemporary country, pop, comtemporary country, country, country pop, country rock","Wikifonia/Carrie Underwood, Luke Laird, Hillary Lindsey - So Small.mxl",English,0.91421568627451,373,408,1.08333333333333,1.49277681402394,39.7764004215617,2.67741935483871,135,0.361930294906166,,,,
LE PIOCHAT,Michel PLATRE,2011,"chanson française, pop, chanson",Wikifonia/Michel PLATRE - LE PIOCHAT.mxl,No Lyrics,1.41666666666667,51,36,0.68,0.469148164229596,24.589898989899,3.4,25,0.490196078431373,,,,
Empty Chairs at Empty Tables,Claude-Michel Schonberg,2010,"musical, broadway, soundtrack",Wikifonia/Claude-Michel Schonberg - Empty Chairs at Empty Tables.mxl,English,0.847826086956522,156,184,0.916666666666667,1.08283241624301,31.0738723641949,2.20833333333333,66,0.423076923076923,,,,
La Marseillaise,Claude Joseph Rouget de Lisle,1800,Folk,Wikifonia/Claude Joseph Rouget de Lisle - La Marseillaise.mxl,French,0.982142857142857,110,112,1.00229357798165,0.82707579612002,25.5249745158002,2.69036697247706,57,0.518181818181818,,,,
Gentle Rain,Luiz Bonfa,2005,"brazilian pop, jazz, latin, latin jazz, fusion","Wikifonia/Luiz Bonfa, English Lyrics by Matt Dubey - Gentle Rain.mxl",No Lyrics,0.625,60,96,1.06976744186047,1.36646460887652,17.2397094430993,2.04651162790698,27,0.45,,,,
Softly as in a Morning Sunrise,Oscar Hammerstein,2007,Desconocido,"Wikifonia/Oscar Hammerstein, Sigmund Romberg - Softly as in a Morning Sunrise.mxl",No Lyrics,0.890625,114,128,0.843537414965986,0.778398963907852,28.0266046637728,1.6031746031746,46,0.403508771929825,,,,
Friendly Persuasion,Dimitri Tiomkin,2010,Desconocido,"Wikifonia/Dimitri Tiomkin, Paul Francis Webster - Friendly Persuasion.mxl",English,0.889705882352941,121,136,0.777777777777778,0.882101277670301,37.7373737373737,2.17543859649123,50,0.413223140495868,,,,
